ID,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID
MNT-06648,2023-10-24,Correctivo,Bueno,Regular,58466
MNT-06649,2024-05-18,Preventivo,Malo,Regular,4961109
MNT-06650,2024-03-29,Preventivo,Regular,Regular,53096
MNT-06651,2023-12-21,Correctivo,Malo,Bueno,5195576
MNT-06652,2024-01-10,Correctivo,Regular,Bueno,20753
MNT-06653,2023-03-12,Correctivo,Bueno,Malo,3566378
MNT-06654,2024-04-29,Correctivo,Regular,Malo,4750003
MNT-06655,2024-02-17,Preventivo,Bueno,Malo,7889434
MNT-06656,2023-12-22,Correctivo,Bueno,Bueno,9271172
MNT-06657,2023-11-21,Preventivo,Bueno,Regular,58623
MNT-06658,2024-02-18,Emergencia,Malo,Bueno,58872
MNT-06659,2023-10-25,Correctivo,Regular,Bueno,33080
MNT-06660,2024-09-17,Correctivo,Bueno,Malo,20562
MNT-06661,2024-05-28,Preventivo,Bueno,Malo,4741088
MNT-06662,2024-05-23,Correctivo,Bueno,Malo,25627
MNT-06663,2024-02-14,Correctivo,Regular,Malo,19991
MNT-06664,2024-09-09,Emergencia,Malo,Regular,3530548
MNT-06665,2023-10-25,Emergencia,Regular,Bueno,9494232
MNT-06666,2023-11-13,Preventivo,Malo,Regular,34048
MNT-06667,2024-06-10,Preventivo,Bueno,Bueno,20687
MNT-06668,2024-02-08,Emergencia,Regular,Regular,58463
MNT-06669,2024-03-18,Correctivo,Bueno,Regular,3736675
MNT-06670,2024-03-11,Preventivo,Bueno,Malo,19166
MNT-06671,2024-09-28,Correctivo,Regular,Bueno,21336
MNT-06672,2024-02-22,Correctivo,Malo,Bueno,19308
MNT-06673,2024-10-10,Preventivo,Regular,Bueno,3961797
MNT-06674,2024-07-13,Emergencia,Bueno,Bueno,7546075
MNT-06675,2024-08-21,Correctivo,Regular,Malo,19933
MNT-06676,2024-03-31,Preventivo,Regular,Bueno,5240964
MNT-06677,2024-06-02,Correctivo,Bueno,Bueno,3568325
MNT-06678,2024-08-29,Emergencia,Bueno,Regular,4987865
MNT-06679,2024-07-12,Preventivo,Bueno,Malo,4795655
MNT-06680,2024-09-21,Correctivo,Regular,Regular,59126
MNT-06681,2024-06-22,Emergencia,Bueno,Bueno,7840417
MNT-06682,2024-06-28,Correctivo,Regular,Malo,33455
MNT-06683,2024-01-09,Preventivo,Bueno,Regular,58716
MNT-06684,2024-11-01,Emergencia,Regular,Malo,25664
MNT-06685,2024-07-27,Preventivo,Bueno,Regular,34896
MNT-06686,2024-10-10,Preventivo,Regular,Bueno,5658407
MNT-06687,2024-09-10,Preventivo,Regular,Malo,19794
MNT-06688,2024-04-18,Correctivo,Malo,Regular,19865
MNT-06689,2024-07-16,Correctivo,Regular,Malo,9294734
MNT-06690,2024-06-07,Emergencia,Bueno,Regular,58429
MNT-06691,2024-07-22,Emergencia,Malo,Malo,3565845
MNT-06692,2023-11-29,Correctivo,Malo,Malo,5250195
MNT-06693,2024-06-20,Correctivo,Regular,Malo,21478
MNT-06694,2024-08-30,Emergencia,Regular,Regular,3568718
MNT-06695,2024-06-18,Preventivo,Regular,Bueno,9289043
MNT-06696,2024-02-08,Preventivo,Bueno,Bueno,33277
MNT-06697,2024-04-27,Preventivo,Bueno,Bueno,33301
MNT-06698,2023-12-28,Correctivo,Malo,Malo,3736633
MNT-06699,2024-03-14,Correctivo,Bueno,Malo,60019
MNT-06700,2023-07-11,Emergencia,Regular,Malo,21405
MNT-06701,2024-06-03,Emergencia,Regular,Bueno,5249139
MNT-06702,2024-02-25,Preventivo,Regular,Regular,5659356
MNT-06703,2024-04-17,Emergencia,Malo,Malo,20005
MNT-06704,2024-06-08,Correctivo,Regular,Malo,9192985
MNT-06705,2024-07-21,Emergencia,Malo,Regular,59075
MNT-06706,2024-02-20,Emergencia,Bueno,Bueno,3962291
MNT-06707,2024-07-10,Emergencia,Malo,Malo,5220907
MNT-06708,2023-12-04,Correctivo,Regular,Bueno,4794412
MNT-06709,2024-01-20,Correctivo,Malo,Regular,9187070
MNT-06710,2024-02-02,Correctivo,Bueno,Regular,57932
MNT-06711,2024-04-24,Correctivo,Bueno,Malo,19384
MNT-06712,2024-12-09,Emergencia,Malo,Malo,8909775
MNT-06713,2024-04-02,Emergencia,Bueno,Bueno,6777987
MNT-06714,2024-05-02,Emergencia,Bueno,Regular,9235177
MNT-06715,2023-10-24,Preventivo,Malo,Malo,9395022
MNT-06716,2024-06-10,Preventivo,Regular,Malo,7128417
MNT-06717,2024-02-10,Correctivo,Bueno,Bueno,9260090
MNT-06718,2023-12-25,Emergencia,Regular,Regular,22129
MNT-06719,2024-05-03,Emergencia,Regular,Bueno,9407941
MNT-06720,2024-05-16,Preventivo,Regular,Bueno,5245734
MNT-06721,2023-11-29,Correctivo,Bueno,Bueno,57968
MNT-06722,2023-12-02,Emergencia,Bueno,Bueno,7930232
MNT-06723,2024-06-15,Correctivo,Malo,Malo,5220674
MNT-06724,2024-05-05,Correctivo,Malo,Malo,3568795
MNT-06725,2023-11-30,Preventivo,Bueno,Regular,21028
MNT-06726,2024-04-02,Preventivo,Bueno,Regular,7934653
MNT-06727,2024-06-15,Preventivo,Bueno,Malo,60156
MNT-06728,2024-10-12,Correctivo,Regular,Bueno,58821
MNT-06729,2024-03-17,Emergencia,Regular,Malo,3575545
MNT-06730,2024-04-01,Emergencia,Regular,Bueno,9050886
MNT-06731,2024-02-09,Correctivo,Bueno,Regular,34033
MNT-06732,2023-11-02,Emergencia,Bueno,Bueno,3593342
MNT-06733,2024-05-27,Preventivo,Bueno,Malo,7886665
MNT-06734,2023-12-28,Preventivo,Regular,Regular,32851
MNT-06735,2024-07-08,Preventivo,Malo,Malo,9492862
MNT-06736,2024-08-11,Correctivo,Regular,Bueno,7248194
MNT-06737,2023-12-09,Emergencia,Malo,Bueno,3568632
MNT-06738,2024-08-20,Correctivo,Bueno,Malo,7858774
MNT-06739,2023-11-26,Emergencia,Regular,Bueno,7896736
MNT-06740,2024-07-29,Preventivo,Regular,Bueno,3568964
MNT-06741,2023-07-12,Emergencia,Bueno,Regular,4737871
MNT-06742,2024-04-07,Emergencia,Malo,Malo,58513
MNT-06743,2024-08-10,Emergencia,Regular,Malo,9134865
MNT-06744,2024-01-19,Emergencia,Regular,Bueno,33146
MNT-06745,2024-07-18,Preventivo,Malo,Regular,24158
MNT-06746,2023-12-11,Emergencia,Regular,Malo,32897
MNT-06747,2024-06-15,Correctivo,Regular,Bueno,9288665
MNT-06748,2024-05-13,Preventivo,Bueno,Malo,23840
MNT-06749,2023-11-18,Preventivo,Bueno,Malo,9494956
MNT-06750,2023-10-29,Correctivo,Malo,Regular,59580
MNT-06751,2024-01-14,Emergencia,Regular,Malo,24994
MNT-06752,2023-12-26,Correctivo,Regular,Regular,5492443
MNT-06753,2024-10-09,Preventivo,Malo,Bueno,34167
MNT-06754,2024-06-11,Emergencia,Bueno,Bueno,35234
MNT-06755,2024-01-09,Correctivo,Regular,Regular,53068
MNT-06756,2023-12-16,Emergencia,Bueno,Malo,3530353
MNT-06757,2024-02-01,Correctivo,Bueno,Regular,21327
MNT-06758,2024-02-11,Emergencia,Regular,Regular,6778091
MNT-06759,2024-09-10,Preventivo,Bueno,Malo,7927297
MNT-06760,2023-12-16,Preventivo,Malo,Malo,3565971
MNT-06761,2024-04-20,Preventivo,Regular,Regular,3530769
MNT-06762,2024-02-29,Correctivo,Regular,Malo,33871
MNT-06763,2023-11-08,Emergencia,Malo,Regular,4985948
MNT-06764,2023-10-26,Emergencia,Regular,Malo,57970
MNT-06765,2024-07-29,Correctivo,Malo,Malo,58514
MNT-06766,2024-12-10,Emergencia,Malo,Bueno,21944
MNT-06767,2024-07-01,Preventivo,Bueno,Malo,22585
MNT-06768,2024-04-17,Emergencia,Regular,Regular,25083
MNT-06769,2024-09-15,Correctivo,Malo,Bueno,4731635
MNT-06770,2024-08-09,Correctivo,Regular,Regular,8888657
MNT-06771,2024-08-31,Preventivo,Bueno,Regular,3530401
MNT-06772,2023-10-25,Preventivo,Bueno,Regular,9155595
MNT-06773,2023-12-24,Emergencia,Bueno,Malo,7886475
MNT-06774,2024-08-09,Preventivo,Bueno,Malo,3997083
MNT-06775,2024-07-11,Correctivo,Regular,Regular,4794565
MNT-06776,2023-12-13,Correctivo,Bueno,Bueno,8930698
MNT-06777,2024-05-19,Preventivo,Malo,Regular,5195572
MNT-06778,2024-05-20,Correctivo,Bueno,Regular,9292076
MNT-06779,2024-05-22,Correctivo,Bueno,Regular,3567966
MNT-06780,2024-08-22,Emergencia,Bueno,Bueno,5802815
MNT-06781,2024-08-21,Emergencia,Bueno,Bueno,7792040
MNT-06782,2024-07-12,Preventivo,Bueno,Malo,5658638
MNT-06783,2023-12-18,Emergencia,Bueno,Regular,59158
MNT-06784,2024-06-06,Emergencia,Bueno,Bueno,9426806
MNT-06785,2024-01-04,Correctivo,Bueno,Regular,33177
MNT-06786,2024-01-20,Emergencia,Bueno,Bueno,3576572
MNT-06787,2024-03-29,Emergencia,Regular,Bueno,5659426
MNT-06788,2024-09-24,Correctivo,Bueno,Regular,7890627
MNT-06789,2024-10-04,Preventivo,Malo,Malo,9493140
MNT-06790,2024-06-05,Preventivo,Regular,Malo,19927
MNT-06791,2024-06-06,Correctivo,Malo,Bueno,1118684
MNT-06792,2024-05-19,Correctivo,Malo,Bueno,19986
MNT-06793,2024-04-04,Correctivo,Malo,Bueno,20396
MNT-06794,2024-09-19,Emergencia,Regular,Regular,59547
MNT-06795,2024-02-15,Correctivo,Malo,Malo,7588212
MNT-06796,2023-12-24,Preventivo,Malo,Regular,21419
MNT-06797,2024-04-13,Correctivo,Regular,Regular,58198
MNT-06798,2024-10-09,Preventivo,Regular,Malo,5658449
MNT-06799,2024-05-06,Correctivo,Malo,Malo,34836
MNT-06800,2024-08-28,Emergencia,Malo,Bueno,9278035
MNT-06801,2024-08-14,Preventivo,Regular,Bueno,5246133
MNT-06802,2024-06-23,Emergencia,Malo,Malo,19360
MNT-06803,2023-11-29,Emergencia,Bueno,Malo,9223816
MNT-06804,2024-03-19,Preventivo,Bueno,Regular,5250688
MNT-06805,2024-01-07,Correctivo,Malo,Malo,21901
MNT-06806,2024-07-14,Preventivo,Malo,Regular,9225685
MNT-06807,2024-06-20,Correctivo,Regular,Malo,35239
MNT-06808,2024-04-09,Correctivo,Regular,Regular,8803494
MNT-06809,2024-03-14,Preventivo,Malo,Bueno,5658057
MNT-06810,2023-07-12,Preventivo,Bueno,Malo,21173
MNT-06811,2023-10-21,Emergencia,Bueno,Malo,24829
MNT-06812,2023-12-11,Emergencia,Bueno,Malo,21842
MNT-06813,2023-11-21,Correctivo,Malo,Bueno,8891584
MNT-06814,2024-06-17,Emergencia,Regular,Malo,33307
MNT-06815,2024-02-26,Preventivo,Bueno,Regular,7924208
MNT-06816,2024-05-15,Preventivo,Malo,Malo,9291556
MNT-06817,2023-11-24,Emergencia,Bueno,Bueno,20003
MNT-06818,2024-08-22,Preventivo,Regular,Regular,19370
MNT-06819,2024-04-18,Emergencia,Regular,Bueno,3577005
MNT-06820,2024-04-19,Preventivo,Regular,Malo,5239123
MNT-06821,2023-11-15,Correctivo,Regular,Bueno,21301
MNT-06822,2023-11-09,Emergencia,Regular,Regular,7591729
MNT-06823,2024-08-10,Correctivo,Regular,Bueno,9187333
MNT-06824,2024-08-31,Preventivo,Malo,Regular,22101
MNT-06825,2024-07-22,Correctivo,Regular,Regular,7928044
MNT-06826,2024-07-26,Emergencia,Bueno,Malo,33207
MNT-06827,2024-01-03,Correctivo,Bueno,Malo,7021834
MNT-06828,2024-02-07,Preventivo,Bueno,Malo,24934
MNT-06829,2024-02-14,Emergencia,Bueno,Malo,60194
MNT-06830,2024-02-14,Emergencia,Regular,Bueno,9050478
MNT-06831,2023-12-05,Correctivo,Malo,Regular,18681
MNT-06832,2024-05-08,Preventivo,Malo,Bueno,21465
MNT-06833,2024-10-13,Correctivo,Malo,Regular,5658197
MNT-06834,2024-01-05,Emergencia,Malo,Regular,21610
MNT-06835,2024-01-09,Emergencia,Malo,Malo,4991258
MNT-06836,2024-04-26,Preventivo,Regular,Malo,5239224
MNT-06837,2023-11-21,Correctivo,Malo,Bueno,34175
MNT-06838,2023-12-14,Correctivo,Malo,Malo,9394147
MNT-06839,2024-05-08,Emergencia,Regular,Regular,19301
MNT-06840,2024-04-10,Correctivo,Bueno,Malo,5173603
MNT-06841,2024-08-19,Emergencia,Regular,Malo,22129
MNT-06842,2024-01-06,Emergencia,Regular,Bueno,8888419
MNT-06843,2024-06-07,Emergencia,Malo,Malo,3581565
MNT-06844,2023-12-12,Preventivo,Malo,Regular,23005
MNT-06845,2024-09-27,Emergencia,Regular,Bueno,3568858
MNT-06846,2024-06-13,Preventivo,Bueno,Bueno,58925
MNT-06847,2023-12-24,Correctivo,Malo,Regular,4937609
MNT-06848,2024-09-24,Emergencia,Bueno,Malo,6777900
MNT-06849,2024-07-09,Preventivo,Malo,Bueno,7126515
MNT-06850,2023-10-17,Correctivo,Malo,Regular,5658435
MNT-06851,2024-10-10,Emergencia,Regular,Bueno,9129831
MNT-06852,2024-09-28,Emergencia,Malo,Bueno,35170
MNT-06853,2024-03-31,Correctivo,Regular,Bueno,9407938
MNT-06854,2024-01-18,Correctivo,Malo,Regular,22561
MNT-06855,2024-09-20,Correctivo,Regular,Malo,21692
MNT-06856,2024-05-13,Correctivo,Bueno,Regular,3575771
MNT-06857,2024-09-06,Correctivo,Regular,Regular,9391939
MNT-06858,2024-02-10,Correctivo,Regular,Malo,4749988
MNT-06859,2023-12-06,Correctivo,Malo,Malo,9295575
MNT-06860,2023-11-09,Correctivo,Malo,Regular,58594
MNT-06861,2024-09-22,Emergencia,Regular,Bueno,58055
MNT-06862,2024-03-18,Emergencia,Malo,Malo,9177710
MNT-06863,2024-04-03,Correctivo,Regular,Bueno,21347
MNT-06864,2024-05-01,Correctivo,Regular,Bueno,54726
MNT-06865,2024-07-24,Emergencia,Bueno,Bueno,4987704
MNT-06866,2023-12-15,Correctivo,Regular,Bueno,19209
MNT-06867,2023-10-20,Correctivo,Regular,Bueno,32578
MNT-06868,2024-02-08,Emergencia,Malo,Regular,58039
MNT-06869,2024-07-29,Preventivo,Regular,Malo,8944085
MNT-06870,2024-09-03,Correctivo,Bueno,Malo,9398245
MNT-06871,2024-08-09,Emergencia,Bueno,Malo,451452
MNT-06872,2023-08-12,Correctivo,Bueno,Malo,7294620
MNT-06873,2024-06-15,Correctivo,Malo,Regular,6778283
MNT-06874,2024-05-23,Emergencia,Regular,Bueno,34161
MNT-06875,2024-02-11,Emergencia,Malo,Bueno,22227
MNT-06876,2024-08-05,Correctivo,Regular,Regular,32553
MNT-06877,2024-08-09,Emergencia,Malo,Regular,7180265
MNT-06878,2024-01-15,Emergencia,Malo,Regular,3581417
MNT-06879,2023-10-31,Emergencia,Regular,Regular,22317
MNT-06880,2024-08-27,Preventivo,Malo,Malo,9256442
MNT-06881,2024-04-27,Preventivo,Bueno,Malo,9049858
MNT-06882,2024-09-28,Correctivo,Malo,Regular,59285
MNT-06883,2024-05-19,Correctivo,Regular,Bueno,9391701
MNT-06884,2023-10-24,Emergencia,Regular,Regular,5195391
MNT-06885,2024-04-28,Emergencia,Regular,Regular,7612211
MNT-06886,2024-10-07,Correctivo,Malo,Regular,8909783
MNT-06887,2024-04-21,Emergencia,Regular,Malo,9167247
MNT-06888,2024-02-07,Emergencia,Bueno,Malo,19384
MNT-06889,2024-11-04,Correctivo,Regular,Bueno,7240120
MNT-06890,2024-08-29,Preventivo,Malo,Malo,59668
MNT-06891,2024-03-13,Emergencia,Bueno,Bueno,7177139
MNT-06892,2024-06-20,Preventivo,Regular,Bueno,4749979
MNT-06893,2024-01-04,Preventivo,Malo,Bueno,3759327
MNT-06894,2024-03-05,Correctivo,Regular,Bueno,4704503
MNT-06895,2024-11-02,Emergencia,Bueno,Malo,22089
MNT-06896,2023-11-09,Emergencia,Regular,Regular,8977329
MNT-06897,2024-04-03,Correctivo,Malo,Regular,7248147
MNT-06898,2023-12-28,Correctivo,Regular,Bueno,7248214
MNT-06899,2024-07-23,Emergencia,Bueno,Bueno,7116261
MNT-06900,2024-08-15,Preventivo,Malo,Bueno,7144376
MNT-06901,2024-07-19,Emergencia,Bueno,Malo,9226852
MNT-06902,2023-12-12,Correctivo,Malo,Malo,4990601
MNT-06903,2024-02-03,Preventivo,Malo,Bueno,33362
MNT-06904,2024-02-21,Preventivo,Bueno,Malo,7815516
MNT-06905,2023-06-11,Emergencia,Bueno,Regular,34065
MNT-06906,2024-03-26,Preventivo,Malo,Bueno,8817614
MNT-06907,2024-07-16,Correctivo,Regular,Regular,57895
MNT-06908,2024-08-14,Emergencia,Regular,Regular,21179
MNT-06909,2024-03-08,Preventivo,Malo,Regular,9433282
MNT-06910,2024-04-26,Emergencia,Malo,Bueno,22260
MNT-06911,2024-08-06,Emergencia,Regular,Regular,25698
MNT-06912,2023-12-03,Preventivo,Malo,Bueno,9050879
MNT-06913,2023-11-15,Emergencia,Regular,Malo,33652
MNT-06914,2024-03-02,Emergencia,Bueno,Bueno,7889436
MNT-06915,2024-01-20,Correctivo,Regular,Bueno,22576
MNT-06916,2023-11-08,Preventivo,Malo,Regular,53084
MNT-06917,2024-04-06,Correctivo,Malo,Malo,5195686
MNT-06918,2024-04-10,Preventivo,Bueno,Bueno,20550
MNT-06919,2024-07-25,Emergencia,Bueno,Malo,20521
MNT-06920,2024-03-31,Emergencia,Regular,Regular,9176684
MNT-06921,2024-07-03,Correctivo,Malo,Malo,5174731
MNT-06922,2024-09-25,Preventivo,Malo,Regular,19323
MNT-06923,2024-08-31,Preventivo,Bueno,Malo,59903
MNT-06924,2023-10-31,Correctivo,Malo,Malo,5195689
MNT-06925,2024-11-02,Emergencia,Malo,Malo,6878832
MNT-06926,2024-05-29,Correctivo,Malo,Malo,3569310
MNT-06927,2023-10-20,Emergencia,Bueno,Regular,8953179
MNT-06928,2024-10-10,Preventivo,Bueno,Bueno,6761239
MNT-06929,2024-07-10,Preventivo,Regular,Regular,3580766
MNT-06930,2024-09-21,Preventivo,Regular,Malo,7107101
MNT-06931,2024-05-29,Emergencia,Regular,Malo,34797
MNT-06932,2024-02-16,Preventivo,Bueno,Malo,35029
MNT-06933,2024-04-23,Correctivo,Bueno,Regular,32907
MNT-06934,2023-12-09,Preventivo,Regular,Malo,18858
MNT-06935,2024-05-25,Preventivo,Malo,Malo,58218
MNT-06936,2024-02-15,Correctivo,Bueno,Malo,24095
MNT-06937,2023-12-27,Preventivo,Regular,Regular,57962
MNT-06938,2024-03-30,Correctivo,Regular,Regular,25630
MNT-06939,2024-08-08,Emergencia,Malo,Bueno,7125682
MNT-06940,2023-11-30,Correctivo,Regular,Regular,8930899
MNT-06941,2023-11-24,Preventivo,Malo,Regular,34100
MNT-06942,2024-06-01,Preventivo,Malo,Bueno,33545
MNT-06943,2024-07-23,Preventivo,Bueno,Bueno,19731
MNT-06944,2024-07-10,Preventivo,Malo,Bueno,53046
MNT-06945,2024-09-24,Correctivo,Bueno,Regular,7928073
MNT-06946,2024-08-20,Emergencia,Bueno,Regular,7896365
MNT-06947,2024-01-17,Emergencia,Malo,Regular,60161
MNT-06948,2024-11-09,Emergencia,Malo,Regular,4731655
MNT-06949,2024-08-20,Preventivo,Malo,Bueno,58408
MNT-06950,2023-12-31,Preventivo,Regular,Regular,21365
MNT-06951,2024-01-13,Preventivo,Bueno,Malo,33092
MNT-06952,2024-02-06,Emergencia,Regular,Bueno,59884
MNT-06953,2024-06-01,Correctivo,Regular,Regular,7872668
MNT-06954,2024-03-24,Preventivo,Bueno,Bueno,20976
MNT-06955,2024-05-17,Emergencia,Regular,Regular,20145
MNT-06956,2024-03-24,Correctivo,Regular,Regular,5659321
MNT-06957,2023-11-01,Correctivo,Regular,Malo,59374
MNT-06958,2024-03-14,Emergencia,Bueno,Bueno,9388323
MNT-06959,2024-07-08,Preventivo,Regular,Malo,24296
MNT-06960,2024-07-31,Correctivo,Bueno,Regular,19978
MNT-06961,2024-01-25,Emergencia,Bueno,Regular,9397077
MNT-06962,2024-04-05,Correctivo,Bueno,Bueno,34952
MNT-06963,2023-07-12,Emergencia,Malo,Malo,33478
MNT-06964,2024-09-19,Correctivo,Bueno,Malo,20849
MNT-06965,2024-03-29,Preventivo,Bueno,Malo,52261
MNT-06966,2024-03-08,Correctivo,Malo,Regular,9493030
MNT-06967,2024-08-17,Correctivo,Regular,Malo,9497225
MNT-06968,2023-12-16,Correctivo,Bueno,Bueno,32921
MNT-06969,2024-02-10,Preventivo,Regular,Regular,33113
MNT-06970,2024-01-17,Preventivo,Bueno,Regular,8803541
MNT-06971,2023-12-02,Emergencia,Regular,Malo,7897717
MNT-06972,2024-03-27,Correctivo,Regular,Regular,9159006
MNT-06973,2023-10-21,Emergencia,Malo,Bueno,4737934
MNT-06974,2024-03-18,Preventivo,Malo,Regular,5239368
MNT-06975,2024-06-19,Preventivo,Regular,Regular,4985703
MNT-06976,2024-03-25,Emergencia,Regular,Regular,34930
MNT-06977,2024-10-04,Emergencia,Malo,Regular,35154
MNT-06978,2024-06-24,Preventivo,Bueno,Regular,25013
MNT-06979,2024-02-12,Emergencia,Regular,Regular,33605
MNT-06980,2024-08-12,Preventivo,Malo,Regular,22424
MNT-06981,2023-10-29,Preventivo,Regular,Malo,33907
MNT-06982,2024-08-19,Preventivo,Bueno,Malo,4795180
MNT-06983,2024-03-15,Correctivo,Bueno,Regular,5209672
MNT-06984,2023-12-08,Preventivo,Bueno,Regular,58189
MNT-06985,2023-12-01,Preventivo,Malo,Malo,33683
MNT-06986,2023-10-19,Emergencia,Regular,Regular,60073
MNT-06987,2024-07-23,Correctivo,Malo,Bueno,9192850
MNT-06988,2024-02-29,Preventivo,Bueno,Malo,5239311
MNT-06989,2023-10-26,Preventivo,Malo,Malo,60046
MNT-06990,2024-01-11,Emergencia,Bueno,Malo,5245651
MNT-06991,2023-10-27,Emergencia,Bueno,Bueno,9446266
MNT-06992,2024-04-05,Correctivo,Bueno,Malo,57949
MNT-06993,2024-03-14,Correctivo,Bueno,Bueno,5056332
MNT-06994,2024-07-03,Preventivo,Bueno,Bueno,59543
MNT-06995,2024-09-01,Correctivo,Regular,Regular,6761357
MNT-06996,2024-06-06,Emergencia,Malo,Malo,7128840
MNT-06997,2024-04-03,Emergencia,Bueno,Malo,22284
MNT-06998,2023-12-11,Correctivo,Regular,Bueno,5174619
MNT-06999,2024-01-25,Emergencia,Regular,Malo,59130
MNT-07000,2024-08-10,Preventivo,Regular,Bueno,32775
MNT-07001,2024-09-07,Preventivo,Malo,Regular,24158
MNT-07002,2024-07-14,Correctivo,Bueno,Regular,24787
MNT-07003,2024-10-03,Correctivo,Malo,Bueno,7248212
MNT-07004,2024-06-17,Correctivo,Bueno,Regular,3612580
MNT-07005,2023-11-29,Correctivo,Regular,Malo,59045
MNT-07006,2024-05-26,Emergencia,Bueno,Bueno,21154
MNT-07007,2023-12-23,Correctivo,Malo,Regular,23776
MNT-07008,2024-02-24,Preventivo,Bueno,Malo,7872673
MNT-07009,2024-05-10,Correctivo,Regular,Regular,9386947
MNT-07010,2024-06-19,Emergencia,Regular,Bueno,6777751
MNT-07011,2024-05-29,Emergencia,Malo,Malo,22298
MNT-07012,2023-10-17,Preventivo,Regular,Regular,25766
MNT-07013,2024-03-04,Preventivo,Regular,Regular,35114
MNT-07014,2024-01-09,Correctivo,Regular,Regular,5658970
MNT-07015,2024-08-28,Emergencia,Bueno,Bueno,58673
MNT-07016,2024-06-28,Preventivo,Bueno,Regular,58192
MNT-07017,2024-03-30,Emergencia,Malo,Bueno,21286
MNT-07018,2024-09-18,Preventivo,Regular,Malo,5241120
MNT-07019,2024-05-07,Emergencia,Bueno,Regular,9129831
MNT-07020,2024-05-20,Correctivo,Malo,Malo,35047
MNT-07021,2024-03-13,Preventivo,Regular,Bueno,5025125
MNT-07022,2024-06-21,Emergencia,Malo,Regular,33136
MNT-07023,2024-01-13,Correctivo,Bueno,Regular,3569330
MNT-07024,2023-12-26,Correctivo,Malo,Bueno,33618
MNT-07025,2023-12-07,Preventivo,Bueno,Regular,59540
MNT-07026,2024-03-02,Preventivo,Regular,Malo,5000219
MNT-07027,2024-09-14,Preventivo,Regular,Bueno,6777923
MNT-07028,2023-10-21,Preventivo,Bueno,Malo,7872662
MNT-07029,2024-04-27,Emergencia,Bueno,Regular,25661
MNT-07030,2024-02-02,Correctivo,Malo,Malo,3576508
MNT-07031,2023-02-11,Correctivo,Regular,Malo,5237096
MNT-07032,2024-02-05,Preventivo,Regular,Malo,5658808
MNT-07033,2024-06-03,Emergencia,Regular,Malo,7847864
MNT-07034,2024-03-18,Correctivo,Malo,Malo,3530673
MNT-07035,2024-03-22,Preventivo,Regular,Bueno,9185993
MNT-07036,2023-12-11,Correctivo,Bueno,Malo,9178855
MNT-07037,2023-12-25,Correctivo,Regular,Bueno,33588
MNT-07038,2024-06-27,Emergencia,Bueno,Regular,19332
MNT-07039,2024-07-21,Emergencia,Malo,Regular,5195390
MNT-07040,2024-06-20,Preventivo,Bueno,Bueno,5211512
MNT-07041,2024-08-04,Correctivo,Malo,Malo,20478
MNT-07042,2024-08-05,Emergencia,Bueno,Malo,9149677
MNT-07043,2023-12-16,Preventivo,Regular,Malo,20206
MNT-07044,2024-03-23,Emergencia,Malo,Bueno,59414
MNT-07045,2024-08-27,Correctivo,Malo,Regular,8928487
MNT-07046,2024-03-22,Preventivo,Bueno,Regular,4749972
MNT-07047,2024-11-02,Emergencia,Malo,Bueno,7896551
MNT-07048,2023-11-20,Preventivo,Regular,Bueno,8803627
MNT-07049,2024-06-02,Preventivo,Bueno,Malo,52883
MNT-07050,2024-03-02,Correctivo,Malo,Bueno,24751
MNT-07051,2024-05-21,Correctivo,Regular,Regular,9296071
MNT-07052,2024-11-04,Correctivo,Bueno,Bueno,9192851
MNT-07053,2024-06-15,Preventivo,Malo,Regular,7928055
MNT-07054,2024-07-08,Preventivo,Regular,Bueno,9193610
MNT-07055,2024-08-27,Preventivo,Malo,Malo,3566883
MNT-07056,2024-01-29,Emergencia,Regular,Bueno,58506
MNT-07057,2024-01-21,Emergencia,Bueno,Regular,33416
MNT-07058,2024-03-31,Emergencia,Malo,Regular,21895
MNT-07059,2024-08-20,Correctivo,Bueno,Regular,60190
MNT-07060,2024-08-09,Correctivo,Regular,Malo,34135
MNT-07061,2023-11-03,Preventivo,Malo,Regular,59896
MNT-07062,2023-10-21,Preventivo,Malo,Bueno,33473
MNT-07063,2024-10-12,Preventivo,Malo,Bueno,22494
MNT-07064,2024-06-12,Emergencia,Bueno,Regular,5658624
MNT-07065,2024-03-09,Correctivo,Regular,Malo,5174690
MNT-07066,2024-08-13,Emergencia,Regular,Malo,9427252
MNT-07067,2024-09-12,Emergencia,Regular,Bueno,6778263
MNT-07068,2024-03-01,Emergencia,Regular,Malo,6864693
MNT-07069,2024-09-29,Correctivo,Malo,Regular,58879
MNT-07070,2024-08-14,Preventivo,Regular,Regular,33804
MNT-07071,2023-12-13,Emergencia,Bueno,Regular,58262
MNT-07072,2024-02-26,Correctivo,Malo,Bueno,21546
MNT-07073,2023-12-18,Preventivo,Regular,Bueno,7126510
MNT-07074,2023-10-30,Emergencia,Malo,Malo,9223692
MNT-07075,2023-11-14,Correctivo,Malo,Malo,9294672
MNT-07076,2024-02-04,Correctivo,Regular,Regular,33347
MNT-07077,2023-10-30,Correctivo,Malo,Regular,21086
MNT-07078,2023-12-07,Correctivo,Regular,Malo,8942012
MNT-07079,2024-09-28,Emergencia,Malo,Regular,32890
MNT-07080,2024-05-04,Emergencia,Regular,Regular,19730
